Data,Interwencje,Zatrzymani_Goracy_Uczynek,Zatrzymani_Poszukiwani,Kierujacy_Alkohol,Wypadki_Drogowe,Zabici,Ranni
2024-06-26,16765,513,452,257,80,10,88
2024-06-25,16732,486,394,227,70,6,75
2024-06-24,16785,548,365,271,83,6,86
2024-06-23,16184,557,227,313,73,4,87
2024-06-22,19139,543,278,323,61,3,82
2024-06-21,19128,537,341,268,90,3,91
2024-06-20,16673,562,407,238,71,3,76
2024-06-19,16362,568,427,276,75,3,86
2024-06-18,16698,500,450,225,85,3,90
2024-06-17,16625,592,420,277,88,3,96
2024-06-16,15286,528,237,319,51,5,55
2024-06-15,17654,599,224,353,56,2,64
2024-06-14,17103,556,424,237,68,5,73
2024-06-13,15039,538,462,205,53,3,58
2024-06-12,15408,515,418,217,57,3,57
2024-06-11,15935,520,427,230,79,4,98
2024-06-10,16046,561,357,260,76,10,81
2024-06-09,16631,665,291,356,62,3,71
2024-06-08,18791,673,278,285,82,3,86
2024-06-07,18311,542,397,196,72,2,79
2024-06-06,16287,570,451,225,53,2,66
2024-06-05,16271,526,431,205,69,3,80
2024-06-04,13650,495,398,190,52,4,62
2024-06-03,15647,580,358,392,56,7,67
2024-06-02,14508,551,196,330,58,9,73
2024-06-01,17234,560,217,305,55,7,70
2024-05-31,17813,506,389,298,55,4,57
2024-05-30,14915,555,251,299,43,1,56
2024-05-29,17917,530,450,191,91,3,98
2024-05-28,16404,455,424,194,72,3,79
2024-05-27,16804,529,349,278,79,5,87
2024-05-26,15574,527,220,310,65,7,85
2024-05-25,18569,549,243,314,68,4,79
2024-05-24,18150,494,462,207,79,5,85
2024-05-23,16204,548,496,199,60,5,68
2024-05-22,16338,577,415,257,71,4,73
2024-05-21,16591,519,404,207,81,7,83
2024-05-20,16519,530,359,253,78,9,86
2024-05-19,14412,553,222,285,58,2,65
2024-05-18,17150,569,237,264,90,7,104
2024-05-17,17727,600,392,219,99,8,100
2024-05-16,15970,537,419,187,77,6,97
2024-05-15,16105,511,446,215,96,3,100
2024-05-14,15921,526,424,211,80,5,92
2024-05-13,15987,578,345,276,88,5,108
2024-05-12,14271,518,220,306,72,6,87
2024-05-11,16740,562,249,245,57,4,63
2024-05-10,16464,502,390,188,66,2,78
2024-05-09,15910,463,429,201,75,4,75
2024-05-08,15080,468,403,213,69,3,74
2024-05-07,14870,506,416,192,53,3,66
2024-05-06,15990,656,332,404,67,4,81
2024-05-05,12492,522,177,292,55,2,61
2024-05-04,16839,481,213,289,59,2,71
2024-05-03,15398,557,272,333,60,11,67
2024-05-02,16931,559,240,294,68,3,75
2024-05-01,15909,580,236,343,72,7,91
2024-04-30,18475,505,431,253,87,9,95
2024-04-29,16792,573,412,264,76,10,76
2024-04-28,15167,535,227,284,61,2,81
2024-04-27,17483,534,243,277,70,9,74
2024-04-26,17103,521,435,211,66,2,78
2024-04-25,15126,511,489,199,55,0,64
2024-04-24,14475,535,466,183,42,0,58
2024-04-23,14617,521,464,203,42,5,39
2024-04-22,14272,515,411,206,37,0,46
2024-04-21,12545,545,256,278,36,4,55
2024-04-20,14937,504,264,252,37,4,42
2024-04-19,16232,519,431,158,53,2,63
2024-04-18,14876,570,478,210,46,4,51
2024-04-17,14739,510,459,191,40,3,51
2024-04-16,14072,488,432,171,47,4,54
2024-04-15,15383,516,391,229,65,5,74
2024-04-14,14708,578,236,337,50,6,63
2024-04-13,17980,631,251,347,76,5,85
2024-04-12,18043,599,415,243,75,2,82
2024-04-11,16770,585,476,215,64,3,70
2024-04-10,16092,576,448,253,53,5,54
2024-04-09,16957,543,445,229,80,1,102
2024-04-08,16838,522,352,243,62,3,63
2024-04-07,17635,673,217,367,69,6,78
2024-04-06,18677,590,289,234,57,5,65
2024-04-05,17251,531,424,152,61,6,64
2024-04-04,15267,583,469,204,60,7,69
2024-04-03,14928,525,473,192,45,7,51
2024-04-02,15392,696,367,476,40,6,59
2024-04-01,14168,548,205,289,52,10,61
2024-03-31,13138,471,192,268,36,5,39
2024-03-30,17849,612,303,317,79,9,78
2024-03-29,18318,580,508,280,58,7,62
2024-03-28,16435,458,518,170,50,5,56
2024-03-27,16371,533,448,182,61,5,61
2024-03-26,15462,488,419,187,59,4,71
2024-03-25,15028,545,413,252,67,6,78
2024-03-24,13399,528,260,266,28,1,35
2024-03-23,16118,542,260,268,66,7,72
2024-03-22,16392,516,410,194,52,8,53
2024-03-21,15590,517,411,190,52,3,65
2024-03-20,14209,459,361,155,53,8,61
2024-03-19,14326,491,404,154,49,0,60
2024-03-18,14207,517,396,228,42,2,48
2024-03-17,12256,526,251,259,36,7,47
2024-03-16,16486,537,285,272,49,5,55
2024-03-15,16996,590,427,197,47,8,48
2024-03-14,15509,526,459,167,55,4,60
2024-03-13,14505,584,444,207,43,3,43
2024-03-12,14425,528,420,186,56,1,69
2024-03-11,14533,624,396,320,46,2,55
2024-03-10,12979,583,210,337,39,4,53
2024-03-09,16529,651,270,401,54,3,61
2024-03-08,16170,535,421,264,62,5,71
2024-03-07,14436,508,427,156,42,1,43
2024-03-06,14024,497,428,179,43,2,48
2024-03-05,14099,494,447,175,30,3,32
2024-03-04,14583,466,370,238,55,6,67
2024-03-03,15907,493,483,199,47,8,48
2024-03-02,16556,587,260,224,33,0,40
2024-03-01,16260,532,394,169,53,1,84
2024-02-29,14767,593,517,224,38,1,40
2024-02-28,14829,593,486,196,38,6,37
2024-02-27,14965,554,497,210,53,1,73
2024-02-26,14633,532,378,261,64,4,72
2024-02-25,13474,600,238,297,34,1,37
2024-02-24,15554,554,249,253,30,2,30
2024-02-23,15907,493,483,199,47,8,48
2024-02-22,14383,597,497,213,29,2,30
2024-02-21,14461,527,433,208,40,3,50
2024-02-20,13941,464,396,140,50,4,57
2024-02-19,13987,508,424,219,44,3,52
2024-02-18,12235,504,229,258,29,2,40
2024-02-17,15233,560,301,279,36,2,43
2024-02-16,16948,588,445,233,56,6,57
2024-02-15,15286,590,490,218,36,4,38
2024-02-14,14826,510,427,200,50,6,52
2024-02-13,14735,563,449,193,32,2,40
2024-02-12,14838,640,376,350,34,3,37
2024-02-11,12808,575,202,302,27,1,30
2024-02-10,16188,580,237,301,45,6,43
2024-02-09,15096,481,350,178,56,4,69
2024-02-08,13867,522,431,179,47,1,49
2024-02-07,14389,525,480,152,60,6,60
2024-02-06,14249,495,463,166,37,3,37
2024-02-05,14114,472,392,177,63,5,66
2024-02-04,11569,533,225,261,20,4,22
2024-02-03,14959,540,266,246,37,7,41
2024-02-02,15441,543,468,191,59,0,65
2024-02-01,13822,519,439,179,35,4,38
2024-01-31,14551,547,520,168,37,1,43
2024-01-30,14667,568,550,190,70,7,69
2024-01-29,15502,516,418,210,74,3,83
2024-01-28,13056,583,265,267,24,3,27
2024-01-27,14630,540,283,245,35,4,42
2024-01-26,15474,541,476,187,57,6,56
2024-01-25,14413,527,534,186,56,4,63
2024-01-24,14002,485,454,150,47,7,54
2024-01-23,14258,507,516,183,52,5,52
2024-01-22,14107,476,444,146,40,4,45
2024-01-21,11549,439,198,215,20,2,28
2024-01-20,14494,472,289,207,35,2,47
2024-01-19,15535,476,440,158,35,4,45
2024-01-18,14535,452,506,139,35,1,39
2024-01-17,13902,491,513,162,31,1,33
2024-01-16,14153,431,400,128,40,1,49
2024-01-15,14897,457,393,158,48,4,56
2024-01-14,11195,467,177,200,36,7,41
2024-01-13,14130,447,249,148,35,3,45
2024-01-12,14932,490,451,144,35,3,37
2024-01-11,14085,464,463,157,40,3,48
2024-01-10,14012,407,510,147,36,5,42
2024-01-09,13755,414,497,115,36,2,40
2024-01-08,13385,418,363,189,34,3,48
2024-01-07,10398,342,193,160,15,0,29
2024-01-06,12218,430,215,149,30,1,41
2024-01-05,15844,535,469,194,46,3,52
2024-01-04,14606,466,495,149,67,3,75
2024-01-03,13896,480,468,135,75,11,82
2024-01-02,14407,567,445,318,45,1,53
2024-01-01,17137,601,228,356,38,4,40
2023-12-31,13370,436,181,179,24,6,26
2023-12-30,15442,494,258,176,51,4,58
2023-12-29,15857,401,390,144,47,4,57
2023-12-28,15172,393,470,141,47,3,61
2023-12-27,14882,416,375,216,24,1,25
2023-12-26,11037,357,160,190,28,4,35
2023-12-25,11611,334,141,170,22,2,24
2023-12-24,10360,305,145,166,30,6,28
2023-12-23,16167,445,322,210,43,8,58
2023-12-22,17589,396,472,161,83,1,85
2023-12-21,15571,413,366,148,98,3,114
2023-12-20,14908,414,398,133,93,7,104
2023-12-19,14934,445,388,162,55,8,53
2023-12-18,14568,505,386,202,68,6,77
2023-12-17,13621,517,198,219,45,4,56
2023-12-16,16066,489,254,225,31,1,40
2023-12-15,16144,429,394,146,82,6,84
2023-12-14,14262,441,420,145,58,2,70
2023-12-13,14470,485,394,147,56,4,63
2023-12-12,14701,459,396,162,48,1,63
2023-12-11,14362,440,332,194,70,6,78
2023-12-10,12479,486,235,223,36,4,48
2023-12-09,15017,486,251,201,34,4,36
2023-12-08,14906,414,382,116,38,4,44
2023-12-07,14006,391,421,119,48,2,52
2023-12-06,13223,374,411,111,30,4,32
2023-12-05,13584,390,402,108,29,1,36
2023-12-04,13862,428,329,161,31,3,32
2023-12-03,12043,395,179,177,22,3,24
2023-12-02,15013,443,214,198,36,1,40
2023-12-01,15424,455,393,166,31,2,36
2023-11-30,14134,486,496,201,46,5,52
2023-11-29,13498,427,509,148,45,4,59
2023-11-28,13734,401,436,137,50,2,62
2023-11-27,13892,513,376,260,46,3,53
2023-11-26,11638,493,223,243,37,5,40
2023-11-25,14656,496,229,263,58,8,68
2023-11-24,15044,469,418,157,68,3,81
2023-11-23,13872,479,411,143,56,6,60
2023-11-22,13660,479,469,175,55,8,54
2023-11-21,14244,537,467,211,60,10,66
2023-11-20,13778,516,360,227,75,7,88
2023-11-19,11307,459,200,231,28,4,36
2023-11-18,14396,524,252,249,43,1,48
2023-11-17,15192,579,421,223,67,5,65
2023-11-16,14262,509,459,206,60,8,62
2023-11-15,14338,527,478,179,75,3,82
2023-11-14,14166,468,412,177,64,4,73
2023-11-13,14558,598,390,345,67,3,72
2023-11-12,11976,527,203,290,40,4,45
2023-11-11,14340,636,263,355,43,5,56
2023-11-10,16292,602,425,253,75,9,70
2023-11-09,14565,538,473,200,62,3,67
2023-11-08,14178,482,481,175,48,4,56
2023-11-07,13909,501,409,180,47,4,52
2023-11-06,13956,521,376,242,60,3,72
2023-11-05,11674,577,185,314,33,4,40
2023-11-04,15139,532,244,271,52,8,59
2023-11-03,15140,510,387,187,54,3,66
2023-11-02,15041,551,410,243,60,5,69
2023-11-01,12747,535,264,266,38,2,46
2023-10-31,17174,474,376,199,75,4,76
2023-10-30,16193,499,398,186,83,6,90
2023-10-29,13845,530,221,590,56,3,72
2023-10-28,15754,496,251,290,57,4,63
2023-10-27,16161,577,403,227,77,9,84
2023-10-26,15125,480,506,205,53,3,62
2023-10-25,14811,546,398,212,64,5,68
2023-10-24,14937,504,450,209,49,7,55
2023-10-23,15561,541,384,235,72,7,73
2023-10-22,13041,523,198,279,45,7,51
2023-10-21,17025,618,258,349,70,2,83
2023-10-20,15852,519,402,236,81,2,93
2023-10-19,14112,489,444,220,60,3,65
2023-10-18,14660,542,423,260,53,4,58
2023-10-17,14195,517,416,188,61,2,67
2023-10-16,13958,578,298,282,55,6,57
2023-10-15,16160,729,223,438,37,4,43
2023-10-14,17866,678,262,370,63,2,74
2023-10-13,16924,580,359,257,68,5,73
2023-10-12,15110,558,401,230,85,7,98
2023-10-11,15068,522,386,262,68,3,72
2023-10-10,14220,515,388,207,62,6,71
2023-10-09,13695,507,344,242,59,7,67
2023-10-08,12061,511,186,289,46,5,53
2023-10-07,15557,601,207,308,47,3,58
2023-10-06,15789,554,393,251,62,8,63
2023-10-05,14229,532,426,215,68,5,64
2023-10-04,14598,520,421,214,66,4,73
2023-10-03,15639,516,439,216,91,7,94
2023-10-02,15209,613,336,255,71,5,86
2023-10-01,13361,590,215,357,50,6,65
2023-09-30,16657,574,238,292,61,3,75
2023-09-29,17361,557,397,258,77,4,81
2023-09-28,15787,648,389,253,78,8,79
2023-09-27,15851,582,395,219,88,5,93
2023-09-26,15083,542,373,239,70,8,74
2023-09-25,14780,503,335,254,51,4,62
2023-09-24,13632,559,197,323,43,2,54
2023-09-23,17202,634,243,359,57,4,69
2023-09-22,17145,577,411,282,80,10,97
2023-09-21,15740,555,387,223,63,5,64
2023-09-20,16052,573,402,219,60,3,65
2023-09-19,15360,577,408,280,68,6,71
2023-09-18,16167,577,342,302,74,7,73
2023-09-17,15131,578,197,316,55,3,58
2023-09-16,17658,627,216,261,81,8,84
2023-09-15,17535,561,376,258,75,6,95
2023-09-14,15601,586,446,276,64,1,77
2023-09-13,16138,567,416,241,72,6,85
2023-09-12,16697,628,369,298,65,3,69
2023-09-11,16732,605,375,332,93,7,106
2023-09-10,16115,562,233,363,68,7,80
2023-09-09,18852,595,234,347,71,4,79
2023-09-08,17983,630,369,342,95,6,107
2023-09-07,15989,616,431,253,87,2,91
2023-09-06,15221,577,434,243,70,7,74
2023-09-05,14990,505,364,218,81,5,82
2023-09-04,15548,616,356,368,62,3,63
2023-09-03,14740,567,209,350,56,7,58
2023-09-02,16914,618,229,322,85,10,101
2023-09-01,16472,531,411,237,70,3,89
2023-08-31,15218,586,435,260,58,2,71
2023-08-30,15350,624,488,241,51,7,58
2023-08-29,15338,492,381,178,54,0,62
2023-08-28,16168,602,355,314,67,4,79
2023-08-27,17253,591,204,315,43,5,52
2023-08-26,20298,636,207,360,61,11,72
2023-08-25,17820,611,370,305,68,2,80
2023-08-24,16852,577,421,256,73,5,83
2023-08-23,17026,587,369,247,95,6,113
2023-08-22,17443,552,400,231,67,5,82
2023-08-21,17816,612,323,339,66,6,72
2023-08-20,18168,670,212,394,70,3,86
2023-08-19,21059,664,249,355,60,7,71
2023-08-18,18731,571,375,246,79,4,92
2023-08-17,17202,539,393,238,57,8,67
2023-08-16,17644,759,313,546,64,2,78
2023-08-15,15758,554,239,380,67,7,85
2023-08-14,17933,562,280,307,98,8,111
2023-08-13,17147,638,208,411,63,11,64
2023-08-12,18488,701,276,405,90,15,102
2023-08-11,17976,559,394,253,90,4,101
2023-08-10,16259,577,468,220,55,2,58
2023-08-09,15041,562,392,242,60,3,65
2023-08-08,14820,576,387,212,56,8,59
2023-08-07,14943,550,326,251,51,7,59
2023-08-06,14186,556,205,300,58,4,83
2023-08-05,18085,653,263,357,53,8,60
2023-08-04,17541,598,352,276,64,5,66
2023-08-03,15947,548,405,238,54,3,61
2023-08-02,16183,624,424,276,66,3,78
2023-08-01,15179,500,396,227,67,8,72
2023-08-31,15767,539,356,283,53,2,62
2023-07-30,15912,589,224,352,52,7,63
2023-07-29,18204,592,234,350,62,5,68
2023-07-28,16771,505,408,233,72,4,99
2023-07-27,15488,558,434,219,69,8,71
2023-07-26,14892,535,391,224,49,9,62
2023-07-25,16141,499,367,220,70,2,74
2023-07-24,16390,559,357,335,57,5,59
2023-07-23,15311,664,216,383,60,7,67
2023-07-22,18213,643,266,373,58,5,65
2023-07-21,17399,598,395,265,63,2,68
2023-07-20,16132,577,398,220,74,2,86
2023-07-19,16678,594,423,234,59,5,59
2023-07-18,16781,511,370,214,81,4,90
2023-07-17,17398,570,369,305,79,10,88
2023-07-16,17527,677,242,444,76,12,96
2023-07-15,19760,727,256,418,70,11,78
2023-07-14,18551,643,413,302,70,3,75
2023-07-13,16701,598,417,254,66,5,84
2023-07-12,15802,608,398,288,62,3,68
2023-07-11,15764,574,359,264,71,4,78
2023-07-10,16484,692,325,397,83,5,94
2023-07-09,17130,726,215,461,65,8,88
2023-07-08,20065,741,256,483,66,4,77
2023-07-07,18219,628,448,285,83,7,85
2023-07-06,16762,557,393,235,63,4,68
2023-07-05,16278,608,425,269,55,5,78
2023-07-04,16415,546,438,248,84,5,99
2023-07-03,16270,601,407,304,57,5,71
2023-07-02,15864,648,234,384,64,7,70
2023-07-01,19142,620,258,344,61,4,75
2023-06-30,17845,532,452,210,84,4,96
2023-06-29,16125,492,549,218,71,3,83
2023-06-28,15412,557,417,239,60,5,66
2023-06-27,15771,589,429,227,64,2,78
2023-06-26,16975,559,388,273,65,1,74
2023-06-25,17346,645,251,378,81,10,91
2023-06-24,18685,610,245,353,65,6,79
2023-06-23,19550,616,405,304,84,4,92
2023-06-22,18023,647,415,283,96,8,96
2023-06-21,17377,562,478,252,51,5,60
2023-06-20,16788,596,413,234,84,9,86
2023-06-19,17007,583,404,287,79,7,78
2023-06-18,15623,572,210,343,52,4,61
2023-06-17,18155,641,233,365,59,4,69
2023-06-16,17753,589,437,275,64,4,73
2023-06-15,16193,616,441,260,73,4,80
2023-06-14,15282,578,415,213,51,5,57
2023-06-13,15296,576,506,219,52,7,54
2023-06-12,16614,647,395,466,78,4,98
2023-06-11,15496,632,192,369,58,3,69
2023-06-10,17507,632,264,344,57,2,69
2023-06-09,17701,672,373,371,50,5,64
2023-06-08,15347,629,307,375,67,13,73
2023-06-07,18031,577,461,270,95,11,96
2023-06-06,16352,597,461,236,73,3,83
2023-06-05,16076,557,362,275,71,7,83
2023-06-04,14274,567,212,332,52,7,61
2023-06-03,16905,639,264,332,62,4,82
2023-06-02,16968,569,490,228,79,3,80
2023-06-01,16735,594,456,258,75,2,86
2023-05-31,16324,560,480,235,88,6,95
2023-05-30,15750,564,471,233,89,3,104
2023-05-29,16165,569,430,264,86,5,97
2023-05-28,14499,590,233,350,52,10,64
2023-05-27,17018,596,266,331,74,4,74
2023-05-26,17715,556,430,241,85,13,86
2023-05-25,16107,628,464,234,60,6,67
2023-05-24,15518,566,503,229,66,5,66
2023-05-23,15968,577,428,233,61,2,71
2023-05-22,16575,588,395,306,79,3,81
2023-05-21,15403,609,245,370,75,8,92
2023-05-20,17571,590,274,309,62,5,72
2023-05-19,17155,537,456,195,56,1,61
2023-05-18,15640,598,514,240,45,4,45
2023-05-17,14833,505,439,171,39,4,43
2023-05-16,15464,566,474,212,57,3,59
2023-05-15,15454,544,400,255,56,1,71
2023-05-14,14967,610,205,365,65,8,67
2023-05-13,18056,593,269,329,70,5,83
2023-05-12,17928,642,420,261,66,5,70
2023-05-11,16677,639,498,257,67,3,72
2023-05-10,16307,604,412,257,69,2,77
2023-05-09,15931,564,457,219,58,2,65
2023-05-08,14927,566,424,314,69,8,76
2023-05-07,11967,487,250,249,25,2,30
2023-05-06,14479,515,263,270,44,4,55
2023-05-05,15999,557,407,278,65,5,76
2023-05-04,15403,672,424,394,47,4,56
2023-05-03,12086,511,218,339,46,5,52
2023-05-02,15436,584,308,287,46,6,45
2023-05-01,14168,537,243,330,51,5,62
2023-04-30,15190,595,226,353,53,6,66
2023-04-29,16660,594,271,311,50,2,56
2023-04-28,17259,486,401,220,60,2,72
2023-04-27,14975,520,419,197,64,6,70
2023-04-26,14412,511,453,175,57,3,64
2023-04-25,14650,505,438,191,50,3,58
2023-04-24,15636,569,386,278,56,8,54
2023-04-23,14587,537,220,317,54,4,66
2023-04-22,17256,593,233,312,80,7,81
2023-04-21,17797,585,424,228,56,0,75
2023-04-20,15632,583,476,199,45,4,53
2023-04-19,14378,582,412,216,49,5,46
2023-04-18,15007,540,461,201,37,6,43
2023-04-17,14894,542,402,246,33,2,38
2023-04-16,13734,599,224,309,40,2,47
2023-04-15,15985,575,270,256,46,2,63
2023-04-14,16651,578,476,213,46,5,50
2023-04-13,15532,563,518,229,38,1,48
2023-04-12,15504,569,459,193,50,1,65
2023-04-11,15828,807,641,526,40,4,46
2023-04-10,13287,539,208,288,46,8,60
2023-04-09,12268,524,188,292,23,5,28
2023-04-08,16162,677,415,359,45,7,43
2023-04-07,16754,611,880,245,59,1,72
2023-04-06,14947,554,495,211,48,4,55
2023-04-05,14714,502,446,177,53,0,64
2023-04-05,14174,541,376,175,33,2,34
2023-04-03,14651,548,393,235,37,6,41
2023-04-02,12563,530,224,267,35,3,41
2023-04-01,16021,637,268,275,32,2,44
2023-03-31,16825,580,548,241,57,4,60
2023-03-30,14804,567,599,191,34,3,34
2023-03-29,14901,575,545,199,53,4,54
2023-03-28,14217,541,471,203,36,3,43
2023-03-27,14202,616,432,290,35,3,36
2023-03-26,12472,632,246,339,37,4,50
2023-03-25,16295,607,271,286,55,6,65
2023-03-24,17218,633,556,263,48,3,50
2023-03-23,16125,631,568,206,38,1,43
2023-03-22,16440,669,553,258,50,4,51
2023-03-21,15274,609,534,204,49,3,54
2023-03-20,15511,636,519,294,55,3,70
2023-03-19,13900,546,268,307,37,3,40
2023-03-18,16847,609,301,311,47,8,51
2023-03-17,16580,659,520,246,45,4,46
2023-03-16,15452,656,574,223,30,3,36
2023-03-15,15138,645,565,226,52,7,59
2023-03-14,15544,637,582,239,51,6,62
2023-03-13,15114,617,470,287,39,1,46
2023-03-12,12291,596,271,304,18,7,11
2023-03-11,15100,689,285,285,52,6,63
2023-03-10,16569,631,519,212,58,4,65
2023-03-09,14512,629,556,236,42,1,50
2023-03-08,14260,573,511,186,51,4,60
2023-03-07,14496,563,513,189,45,4,45
2023-03-06,14415,524,472,202,43,3,55
2023-03-05,11561,527,257,291,31,3,42
2023-03-04,14667,618,307,286,36,5,40
2023-03-03,15515,629,531,229,46,1,51
2023-03-02,14935,635,586,219,38,1,41
2023-03-01,14347,596,491,189,35,2,32
2023-02-28,14461,568,522,174,30,6,30
2023-02-27,14335,528,510,242,31,5,36
2023-02-26,11437,467,268,223,25,3,40
2023-02-25,14695,571,272,256,29,4,28
2023-02-24,15728,600,540,197,48,4,64
2023-02-23,14639,506,577,167,32,2,35
2023-02-22,13977,551,558,189,32,3,34
2023-02-21,14185,534,488,179,38,3,38
2023-02-20,14142,581,438,284,55,5,59
2023-02-19,12040,521,263,264,22,3,29
2023-02-18,15213,540,363,257,38,5,41
2023-02-17,15669,543,580,207,42,3,51
2023-02-16,14569,556,556,184,55,4,57
2023-02-15,15244,597,535,234,23,1,27
2023-02-14,14467,536,472,200,36,2,41
2023-02-13,14583,578,489,272,39,5,45
2023-02-12,12402,554,283,278,28,1,29
2023-02-11,15032,613,330,296,31,3,35
2023-02-10,15528,502,497,159,32,2,32
2023-02-09,14379,538,582,149,44,6,42
2023-02-08,14102,567,501,192,24,0,27
2023-02-07,13724,574,556,146,31,1,33
2023-02-06,13818,512,489,187,42,1,47
2023-02-05,11407,465,255,225,24,7,22
2023-02-04,15078,530,267,230,33,5,30
2023-02-03,16290,520,467,187,74,5,86
2023-02-02,14391,541,558,181,46,2,47
2023-02-01,14206,525,540,155,50,5,58
2023-01-31,14099,532,596,153,53,6,57
2023-01-30,13847,492,532,246,54,3,58
2023-01-29,12451,575,325,278,47,10,62
2023-01-28,14924,591,315,253,35,4,47
2023-01-27,15255,521,533,171,36,2,39
2023-01-26,14407,527,521,190,55,2,65
2023-01-25,14262,558,485,205,30,5,33
2023-01-24,13989,541,424,174,36,2,38
2023-01-23,13857,538,382,206,36,1,40
2023-01-22,11574,465,234,221,18,0,25
2023-01-21,15358,497,252,191,45,3,54
2023-01-20,15602,575,497,206,41,4,47
2023-01-19,14229,527,509,172,55,2,63
2023-01-18,13454,577,482,180,46,4,48
2023-01-17,14431,545,526,189,56,5,59
2023-01-16,14253,614,367,297,60,5,69
2023-01-15,11338,550,209,192,24,4,26
2023-01-14,15338,675,284,329,39,6,36
2023-01-13,15581,592,434,201,51,6,47
2023-01-12,14813,599,468,215,53,1,61
2023-01-11,14481,591,446,205,49,5,52
2023-01-10,14176,601,398,193,60,3,64
2023-01-09,13976,634,326,359,51,5,49
2023-01-08,11020,509,220,267,23,6,29
2023-01-07,14246,542,274,274,42,6,47
2023-01-06,11980,541,251,234,30,4,33
2023-01-05,15132,439,452,135,62,5,66
2023-01-04,13912,569,428,168,73,10,77
2023-01-03,14236,544,409,183,33,3,34
2023-01-02,14518,694,346,410,49,6,51
2023-01-01,18626,655,202,379,33,9,35
2022-12-31,15362,421,195,186,35,6,42
2022-12-30,15687,467,361,174,39,0,60
2022-12-29,14876,482,410,153,37,4,43
2022-12-28,14424,426,411,155,36,2,41
2022-12-27,14483,499,366,249,41,6,45
2022-12-26,11045,372,119,198,34,5,43
2022-12-25,11991,354,120,191,21,1,24
2022-12-24,12383,371,202,191,41,2,47
2022-12-23,17048,520,481,234,60,5,69
2022-12-22,16105,510,371,185,58,5,56
2022-12-21,15271,497,368,148,50,4,58
2022-12-20,15256,392,367,108,42,4,49
2022-12-19,14911,402,270,149,41,1,53
2022-12-18,12543,411,149,168,15,3,17
2022-12-17,15043,456,211,184,35,4,35
2022-12-16,16262,403,387,147,34,1,43
2022-12-15,14190,411,358,124,37,3,37
2022-12-14,13968,425,366,134,35,1,36
2022-12-13,13948,426,334,146,34,9,36
2022-12-12,14472,458,327,150,39,3,41
2022-12-11,13031,475,166,224,31,4,40
2022-12-10,14998,562,201,272,34,5,47
2022-12-09,15763,510,329,204,77,3,80
2022-12-08,14337,504,372,180,60,4,67
2022-12-07,13863,441,344,139,67,5,68
2022-12-06,13745,463,294,183,82,9,87
2022-12-05,14167,507,302,251,56,5,59
2022-12-04,11265,456,189,225,28,1,35
2022-12-03,15038,523,165,244,43,3,41
2022-12-02,14780,430,316,149,49,3,56
2022-12-01,13828,604,362,250,39,3,44
2022-12-30,13477,458,279,174,51,3,62
2022-11-29,13163,461,320,140,44,2,49
2022-11-28,14245,564,343,347,58,6,64
2022-11-27,12361,564,202,278,22,1,21
2022-11-26,15065,610,243,298,49,9,49
2022-11-25,15563,509,489,185,57,3,55
2022-11-24,14130,481,342,167,49,3,59
2022-11-23,13971,515,341,189,47,3,61
2022-11-22,13584,456,287,152,49,5,51
2022-11-21,13698,484,310,209,49,7,51
2022-11-20,11452,481,177,225,20,1,20
2022-11-19,15612,538,212,242,51,3,54
2022-11-18,15259,520,356,203,52,5,57
2022-11-17,13768,533,319,192,46,4,44
2022-11-16,14015,554,342,231,64,7,62
2022-11-15,14791,548,344,193,49,6,59
2022-11-14,14631,627,310,412,50,2,50
2022-11-13,12733,625,206,350,31,2,46
2022-11-12,15621,618,159,337,35,5,37
2022-11-11,14001,666,213,289,36,3,44
2022-11-10,16509,572,319,233,61,5,65
2022-11-09,14890,531,334,195,42,5,42
2022-11-08,14738,504,384,221,66,6,67
2022-11-07,14434,530,351,254,55,3,63
2022-11-06,12327,580,192,324,37,4,38
2022-11-05,15231,649,200,341,42,7,43
2022-11-04,16035,570,354,234,71,7,71
2022-11-03,14902,620,395,223,60,6,66
2022-11-02,15188,600,377,314,48,6,47
2022-11-01,12373,534,229,304,39,7,45
2022-10-31,18299,633,464,312,56,1,66
2022-10-30,15768,635,244,358,51,3,66
2022-10-29,18042,665,282,314,63,5,74
2022-10-28,17696,632,400,309,78,9,75
2022-10-27,15837,583,372,246,69,8,67
2022-10-26,15814,663,400,274,81,8,80
2022-10-25,15727,568,333,218,63,4,62
2022-10-24,15806,688,340,326,70,1,79
2022-10-23,13869,733,200,392,33,6,40
2022-10-22,15795,654,205,334,60,7,71
2022-10-21,15997,560,347,233,57,3,63
2022-10-20,15006,580,323,239,75,2,86
2022-10-19,14862,606,352,263,66,11,78
2022-10-18,15734,610,384,269,86,10,90
2022-10-17,16495,659,412,297,87,8,85
2022-10-16,14581,642,181,387,56,3,64
2022-10-15,16894,674,288,342,38,4,44
2022-10-14,17104,683,379,308,65,7,66
2022-10-13,15545,655,403,251,54,8,53
2022-10-12,15537,643,413,277,49,4,52
2022-10-11,15422,590,315,218,49,6,54
2022-10-10,15678,643,268,354,71,7,89
2022-10-09,13588,645,185,377,47,7,48
2022-10-08,17347,690,194,416,56,8,68
2022-10-07,17032,643,344,292,73,9,79
2022-10-06,15515,670,377,270,60,2,65
2022-10-05,15164,589,397,244,59,6,58
2022-10-04,15041,596,361,256,61,2,66
